,,,Name,_RA,_DEC,RVel,SNR,Teff,e_Teff,logg,e_logg,FeH,e_FeH,vt,e_vt,logL,f_logg,Teff-LAMOST,logg-LAMOST,FeH-LAMOST,LAMOST,Vmag,EBV-d,EBV-Na,B0mag,V0mag,g0mag,r0mag,J0mag,Ks0mag,dist,DR3Name_x,ra,ra_error,dec,dec_error,parallax,parallax_error,Gmag,RPmag,BPmag,BP-RP,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,Column0,DR3Name_y,RA,DEC,BP-RP_y,MatchID,MatchRA,MatchDEC,dstArcSec,survey,fov_radius,IAUName,band,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,ra_cent,dec_cent,xCenter,yCenter,SSAPFitsFile,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact,redG,redBP,redRP,bpDered,rpDered,gDered,NUVDered,bp_rp_dered,colorColorY
243,463,288,J1459+4100,224.797897,41.014297,-38.8,40.8,4461,37,1.19,0.10,-3.11,0.13,2.24,0.07,2.703,0.101,1,4834,2.07,LAMOST,12.795,0.018,0.008,13.788,12.746,13.072,12.603,10.779,10.088,1.7922435620152234e-05,1296980278288450816,224.79787645945058,0.008974238,41.01429223632911,0.0094340155,0.1127290796695463,0.011735904,12.422694206237793,11.69522,12.998258,1.3030376,5666.361,5652.7153,5713.842,2.15,2.1411,2.1568,-0.1603,-0.161,-0.1588,288,1.29698027828845E+18,224.797876459451,41.0142922363291,1.3030376,6374786063261502794,224.797990362844,41.0144510292718,0.65001468947524,AIS,0.3149534,GALEX J145911.5+410052,1,157,157,-999,-999,20.08363,0.1162554,-999,-999,33.61611,3.598576,0.01306495,224.47871,40.81202,1937.855,1924.017,,0.9966618,0.9542556,0,-99,-99,0,0.031282647922900884,0.04134272458145172,0.023505509772444054,12.956915275418549,11.671714490227556,12.391411558314893,19.989039762,1.2852007851909928,-0.7874595479792461
244,467,289,J1501+3445,225.379105,34.752811,-142.4,35.9,5042,33,2.07,0.05,-2.61,0.13,2.06,0.09,2.036,0.051,0,5012,1.51,LAMOST,13.814,0.016,0.005,14.529,13.770,14.100,13.607,12.261,11.703,5.048786231993689e-05,1290179111676313472,225.3790459698967,0.0074603236,34.75281327739773,0.009804535,0.1469020229379487,0.014095103,13.63745403289795,13.033644,14.060301,1.0266571,,,,,,,,,,289,1.29017911167631E+18,225.379045969897,34.7528132773977,1.0266571,6374786137349690755,225.379236277187,34.7529173118774,0.676106601926734,AIS,0.4369748,GALEX J150131.0+344510,1,417,306,-999,-999,18.926,0.03015183,-999,-999,97.63381,2.710716,0.01221043,225.81239,34.50012,1932.648,1806.663,,2.894681,2.898761,1,-99,-99,0,0.03076365626871611,0.03962945302808043,0.022278861578681856,14.02067154697192,13.011365138421318,13.606690376629233,18.8375964868,1.0093064085506018,-1.3603492016768621
245,468,290,J1503-0007,225.921494,-0.131365,111.5,20.7,5694,148,4.53,0.05,-3.47,0.16,0.70,0.30,-0.213,0.067,0,5526,2.59,LAMOST,15.581,0.049,-9.900,15.945,15.451,15.525,15.252,14.257,13.863,9.02776742742038e-05,4419479776596340224,225.92145912504895,0.031684995,-0.13144309042130195,0.026630947,1.0529616487800035,0.036566723,15.343830108642578,14.859513,15.642893,0.78337955,5816.715,5754.2666,5894.5913,4.516,4.4674,4.5546,-3.7266,-4.0825,-2.9616,290,4.41947977659634E+18,225.921459125049,-0.131443090421302,0.78337955,6382772966191529986,225.921513578578,-0.131603414139591,0.609547784737275,AIS,0.5928959,GALEX J150341.1-000753,1,263,165,-999,-999,18.4885,0.04594891,-999,-999,146.0824,6.180778,0.0581405,225.83971,0.45562,1926.868,1908.409,,4.3311,4.350209,32,-99,-99,32,0.15416313476870766,0.19413786415236003,0.10731111182656655,15.448755135847641,14.752201888173433,15.189666973873871,18.06756278,0.696553247674208,-1.8038634385249308
246,471,291,J1516+0442,229.204330,4.706850,-36.3,53.8,4869,29,2.24,0.05,-2.33,0.09,1.71,0.04,1.805,0.051,0,4887,2.14,LAMOST,12.646,0.025,0.044,13.326,12.578,13.046,12.409,10.931,10.371,0.00011177289001363271,1155876064149373312,229.20425395199982,0.011830485,4.706776231741963,0.011194598,0.33501222328296093,0.013921064,12.377009391784668,11.744845,12.829577,1.084732,,,,,,,,,,291,1.15587606414937E+18,229.204253952,4.70677623174196,1.084732,2430398022934337449,229.204401780485,4.70708821580237,1.24207910162755,MIS,0.3981534,GALEX J151649.0+044225,1,1696,1696,-999,-999,18.16448,0.01255529,-999,-999,196.8825,2.276166,0.0482933,228.80658,4.67073,1909.208,1930.071,,5.837241,5.931904,0,-99,-99,0,0.12095406756581062,0.156320739912097,0.0879654798111107,12.673256260087904,11.65687952018889,12.256055324218858,17.814836508000003,1.0163767398990142,-1.1686216931282578
247,475,292,J1516+1103,229.211456,11.060338,161.2,58.6,5820,69,2.28,0.08,-2.97,0.08,2.77,0.11,2.075,0.083,0,5699,1.27,LAMOST,12.696,0.022,0.021,13.067,12.636,13.092,12.666,11.495,11.101,3.5858770991405194e-05,1169818356921681024,229.21144674749246,0.01261498,11.060307634073391,0.013281305,0.2381170411658344,0.016066067,12.530689239501953,12.063788,12.8193245,0.7555361,6435.1436,6298.768,6520.308,3.1021,3.066,3.1293,-0.9475,-0.9538,-0.9452,292,1.16981835692168E+18,229.211446747492,11.0603076340734,0.7555361,3763357959519734750,229.211075477907,11.0601720345677,1.39963338268408,MIS,0.2702248,GALEX J151650.6+110336,1,1692.2,0,-999,-999,16.33349,0.005683521,-999,-999,1063.175,5.564068,0.03845399,229.19137,11.3297,1959.385,1944.967,,31.52138,30.51754,2,-99,-99,-999,0.10220131334918732,0.12852752963934583,0.07102484720326067,12.690796970360655,11.99276315279674,12.428487926152766,16.055083112400002,0.698033817563914,-1.0128259412673923
248,476,293,J1518+2544,229.589813,25.742584,-66.1,81.4,5530,96,2.37,0.04,-2.15,0.10,2.17,0.07,1.896,0.049,0,5487,1.66,LAMOST,11.377,0.048,0.028,11.847,11.249,11.566,11.228,9.978,9.563,0.0001434631826931757,1270368832720082432,229.58973027445606,0.009081355,25.742466068839597,0.012072883,0.6148743095700259,0.017326519,11.229243278503418,10.6930685,11.582845,0.88977623,,,,,,,,,,293,1.27036883272008E+18,229.589730274456,25.7424660688396,0.88977623,6387909822239474699,229.589808063355,25.7426814233092,0.815280157057151,AIS,0.2992365,GALEX J151821.5+254433,1,261.05,191,-999,-999,15.84068,0.01085938,-999,-999,1673.886,16.73791,0.04912541,229.6941,26.02683,1920.063,1914.689,,49.62794,49.95319,0,-99,-99,0,0.12756895203315088,0.16214141582789263,0.09026373797554813,11.420703584172108,10.602804762024453,11.101674326470267,15.4850120316,0.8178988221476544,-1.0605735908631715
249,477,294,J1520+5500,230.068359,55.007545,-139.6,47.9,5500,80,2.04,0.05,-2.18,0.10,2.25,0.08,2.217,0.055,0,5309,1.12,LAMOST,13.096,0.021,0.016,13.719,13.038,13.239,13.013,11.760,11.331,4.0913679048483295e-05,1599851648196735744,230.06831203260947,0.010825066,55.00751609850775,0.011364637,0.1530125341232468,0.011961764,12.910346984863281,12.399179,13.242588,0.8434086,5851.1245,5820.0845,5874.172,2.7843,2.7277,2.8083,-1.5219,-1.56,-1.4725,294,1.59985164819674E+18,230.068312032609,55.0075160985078,0.8434086,6374997173789001742,230.068403517575,55.0076256733407,0.437353119185629,AIS,0.397296,GALEX J152016.4+550027,1,207,207,-999,-999,17.27504,0.02297476,-999,-999,446.6664,9.449406,0.01154213,229.43702,55.17281,1925.106,1934.54,,13.24292,13.51806,0,-99,-99,0,0.030073168628812073,0.038143456999978446,0.02123050909294854,13.20444454300002,12.377948490907052,12.88027381623447,17.191474978800002,0.8264960520929687,-1.0910963446675757
250,478,295,J1522+4107,230.614563,41.131371,-56.3,36.6,5134,31,2.53,0.03,-2.23,0.11,1.60,0.05,1.607,0.031,0,5086,2.27,LAMOST,12.867,0.024,0.004,13.568,12.802,13.306,12.733,11.337,10.851,3.3553694004673495e-05,1389327022955151360,230.61456580704754,0.009169868,41.131340127226146,0.0102125015,0.4413798148839613,0.012025471,12.680038452148438,12.102949,13.077496,0.97454643,,,,,,,,,,295,1.38932702295515E+18,230.614565807048,41.1313401272261,0.97454643,6374962055988907940,230.614645984859,41.1314797082981,0.547505998333219,AIS,0.2709934,GALEX J152227.5+410753,1,229,136,-999,-999,17.66168,0.02660237,-999,-999,312.8447,7.663362,0.01855798,230.39645,40.91622,1884.37,1943.194,,9.275326,9.565269,0,-99,-99,0,0.04724703660047119,0.06057091757264528,0.03394744778943351,13.016925082427354,12.069001552210567,12.632791415547967,17.5273202248,0.9479235302167872,-1.314221173757554
251,479,296,J1523+0714,230.911789,7.248231,-209.9,74.0,4675,27,1.40,0.08,-2.63,0.12,2.14,0.06,2.575,0.080,0,4940,1.08,LAMOST,11.993,0.032,0.014,12.785,11.906,12.049,11.436,10.092,9.510,0.000125119921522738,1162871264500396928,230.91166896314033,0.013779198,7.248223462001396,0.012479308,0.16703099929671084,0.016054805,11.68759822845459,11.001712,12.206584,1.2048721,,,,,,,,,,296,1.1628712645004E+18,230.91166896314,7.2482234620014,1.2048721,6382772891029604103,230.911864825921,7.24827603904061,0.72462825898103,AIS,0.2890938,GALEX J152338.8+071453,1,108,108,-999,-999,18.75195,0.06672809,-999,-999,114.6097,7.042071,0.03596198,230.62521,7.30043,1926.218,1948.512,,3.397989,3.521501,0,-99,-99,0,0.08794434797702853,0.1149749036912705,0.06509283635360286,12.091609096308728,10.936619163646396,11.599653880477561,18.4915852648,1.1549899326623319,-0.7034475259597457
252,481,297,J1524+5348,231.186829,53.805412,-223.8,44.2,5749,119,3.73,0.04,-2.03,0.10,1.30,0.07,0.604,0.054,0,5597,3.44,LAMOST,13.053,0.020,0.008,13.448,13.001,13.275,12.906,11.843,11.495,0.0002751867019966287,1599405658792521344,231.18646986701268,0.010008964,53.80523860730938,0.010392432,1.142862902713387,0.01062585,12.892203330993652,12.421546,13.187576,0.7660303,6141.3457,6133.118,6149.8174,4.0064,4.0035,4.0092,-1.4995,-1.5,-1.4987,297,1.59940565879252E+18,231.186469867013,53.8052386073094,0.7660303,6374997194190096429,231.186229344564,53.8055645313619,1.2799030649569,AIS,0.5464849,GALEX J152444.7+534820,1,104,104,-999,-999,16.32584,0.02284908,-999,-999,1070.685,22.52687,0.01551425,232.11167,53.80798,1957.758,1935.076,,31.74405,31.42908,0,-99,-99,0,0.04102175333844775,0.0516891894125224,0.028629668441502294,13.135886810587477,12.392916331558498,12.851181577655204,16.21351683,0.7429704790289797,-1.507994614682021
253,483,298,J1529+0804,232.474747,8.080040,0.9,30.8,4868,39,1.97,0.08,-2.89,0.16,1.62,0.09,2.075,0.081,0,5026,1.54,LAMOST,12.798,0.034,-9.900,13.422,12.706,13.010,12.401,11.053,10.484,4.292449862314845e-05,1164484488577137792,232.47476189618342,0.011760378,8.080000918490175,0.009804111,0.23444811582318995,0.013611198,12.486761093139648,11.857676,12.941015,1.0833397,,,,,,,,,,298,1.16448448857714E+18,232.474761896183,8.08000091849017,1.0833397,6382737757123379761,232.474816955856,8.08012475909331,0.487107675586976,AIS,0.4725784,GALEX J152953.9+080448,1,108,108,-999,-999,18.06742,0.0464816,-999,-999,215.2939,9.214736,0.04071266,232.18808,8.45803,1919.992,1944.816,,6.383106,6.44418,1,-99,-99,0,0.10189122760685553,0.1317186555129539,0.07414609652410421,12.809296344487047,11.783529903475895,12.384869865532792,17.772660341599998,1.025766441011152,-1.3815826181121382
254,485,299,J1541+3009,235.387619,30.165625,77.0,67.2,6104,104,4.23,0.03,-1.83,0.08,1.30,0.08,0.208,0.043,0,6012,3.81,LAMOST,12.408,0.022,0.022,12.820,12.348,12.520,12.315,11.351,11.055,0.0007745251404193434,1273081912023580416,235.38744329813278,0.007522311,30.164869212507657,0.010068438,2.5471122801956096,0.012872742,12.260565757751465,11.849327,12.509421,0.66009426,6388.683,6382.6743,6394.606,4.2708,4.2666,4.2795,-1.8238,-1.8436,-1.7741,299,1.27308191202358E+18,235.387443298133,30.1648692125077,0.66009426,6387909845863896458,235.387417735877,30.1654820412096,2.20761749930784,AIS,0.4924487,GALEX J154132.9+300955,3,284.05,176,20.37354,0.2224495,15.38104,0.008082328,25.73857,5.27213,2556.141,19.02355,0.02713075,235.52582,29.68787,1916.527,1925.987,,75.78535,74.839,0,0.2391016,0.2189734,256,0.07325844235495085,0.09145878086221983,0.05028278555345466,12.41796221913778,11.799044214446546,12.187307315396515,15.184613370000001,0.618918004691233,-1.0989194182444786
255,486,300,J1542+2115,235.584274,21.256840,-216.1,29.5,5400,67,2.11,0.14,-3.07,0.24,2.21,0.23,2.115,0.141,1,5575,2.47,LAMOST,14.478,0.030,0.033,14.972,14.396,14.605,14.241,13.036,12.581,7.190384730934948e-05,1216392088930072448,235.58420134136563,0.012392589,21.256847757649666,0.013842148,0.07476336839723159,0.019795131,14.288765907287598,13.747426,14.647726,0.9003,15336.312,15249.15,15416.69,4.2367,4.2232,4.2493,0.2878,0.268,0.2973,300,1.21639208893007E+18,235.584201341366,21.2568477576497,0.9003,6375665647869756700,235.583960438141,21.2570189616366,1.01643086550026,AIS,0.3547901,GALEX J154220.1+211525,3,160,160,22.36972,0.5318509,18.64895,0.05139923,4.093683,2.004815,126.0142,5.964118,0.05715006,235.89947,21.45585,1894.934,1909.283,,3.736112,3.812931,0,0.03802877,0.005948563,0,0.14828381657132986,0.18856448100715267,0.10498134451587696,14.459161518992849,13.642444655484123,14.140482090716267,18.2351835656,0.8167168635087254,-1.362241954494313
256,487,302,J1544+0901,236.109833,9.018212,-109.1,28.2,6583,146,3.93,0.07,-2.81,0.13,1.38,0.30,0.639,0.083,0,6416,4.22,LAMOST,15.384,0.041,-9.900,15.708,15.274,15.401,15.236,14.422,14.190,0.00012541964473682468,4431484278908679424,236.1098040448531,0.02560594,9.018094475045508,0.022274768,0.3906617175234663,0.029926706,15.30661678314209,14.904733,15.54351,0.63877773,6446.688,6387.88,6493.6807,3.9901,3.946,4.0242,-2.5686,-3.1073,-2.1318,302,4.43148427890868E+18,236.109804044853,9.01809447504551,0.63877773,6382737792556861346,236.109979248819,9.01836394231235,1.15287054243667,AIS,0.1507191,GALEX J154426.4+090106,1,108,108,-999,-999,18.1193,0.05063353,-999,-999,205.2488,9.569496,0.04810532,236.24639,9.08595,1935.701,1904.614,,6.085287,6.212415,0,-99,-99,0,0.13079387533599973,0.1628315593471412,0.08925854062976887,15.380678440652858,14.81547445937023,15.17582290780609,17.771017483199998,0.565203981282627,-1.2094251782791678
257,488,303,J1548+2113,237.247849,21.224567,-32.5,123.1,5144,42,2.83,0.02,-2.33,0.08,1.45,0.05,1.311,0.024,0,5237,2.60,LAMOST,10.62,0.035,0.017,11.174,10.527,11.246,11.574,9.101,8.581,0.0002559805480602161,1216610479425447680,237.24780588927786,0.011073117,21.224318156942417,0.013797229,1.7532208775863425,0.018959386,10.405145645141602,9.832993,10.791753,0.95876026,,,,,,,,,,303,1.21661047942545E+18,237.247805889278,21.2243181569424,0.95876026,6375665653236368678,237.247935840035,21.2245493440592,0.939603072789524,AIS,0.3650151,GALEX J154859.5+211328,1,215.05,154,-999,-999,15.04477,0.007986151,-999,-999,3484.125,25.62131,0.04105779,236.98917,21.4987,1815.495,1771.246,,103.2985,101.9338,0,-99,-99,0,0.10515375355236688,0.1344803056830745,0.075202221738811,10.657272694316925,9.757790778261189,10.299991891589235,14.7475116004,0.8994819160557359,-1.5042664991038857
258,490,304,J1551+2040,237.960098,20.675922,-74.1,23.2,5077,53,2.73,0.06,-2.48,0.12,1.23,0.10,1.388,0.062,0,4933,3.13,LAMOST,14.579,0.048,-9.900,15.229,14.450,14.697,14.247,13.009,12.449,7.04770351347229e-05,1204509907284481792,237.9600525328847,0.009823705,20.675872559370926,0.013781203,0.24591423731666356,0.019155486,14.367551803588867,13.783467,14.782027,0.99855995,5113.5283,5107.794,5119.0728,3.0034,2.9896,3.0161,-0.7397,-0.7421,-0.7375,304,1.20450990728448E+18,237.960052532885,20.6758725593709,0.99855995,6375665670416238464,237.960112663101,20.6758332787448,0.247009932269731,AIS,0.5341609,GALEX J155150.4+204033,1,247.05,96,-999,-999,19.16433,0.05381493,-999,-999,78.39157,3.884565,0.05252196,238.51248,20.81181,1912.125,1921.926,,2.32418,2.383666,17,-99,-99,0,0.13373687974644477,0.1715203905546566,0.09605878558719348,14.610506609445343,13.687408214412807,14.233814923842422,18.784071009599998,0.923098395032536,-1.583620361700353
259,492,305,J1554-0051,238.553238,-0.860481,186.8,48.8,5503,60,2.36,0.07,-3.02,0.12,1.98,0.19,1.898,0.072,0,5333,3.07,LAMOST,13.819,0.105,-9.900,14.130,13.537,13.748,13.394,12.233,11.795,7.455528400521189e-05,4409426666909690240,238.55318284803838,0.015126306,-0.8605196286775445,0.012486776,0.16407553283572635,0.018144682,13.616857528686523,13.03987,14.012826,0.9729557,,,,,,,,,,305,4.40942666690969E+18,238.553182848038,-0.860519628677545,0.9729557,6382808153784845365,238.553210362494,-0.860350600032358,0.616510457821197,AIS,0.4627319,GALEX J155412.7-005137,1,106,106,-999,-999,18.0867,0.04834308,-999,-999,211.5051,9.415109,0.124772,238.97614,-0.67252,1928.922,1904.352,,6.270775,6.464778,0,-99,-99,0,0.32242253252376274,0.41119224970001783,0.2288532241073998,13.601633750299982,12.8110167758926,13.29443499616276,17.18335072,0.7906169744073814,-1.5725171423345028
260,494,306,J1558+4149,239.519791,41.825085,-312.7,62.9,6291,60,4.08,0.01,-2.03,0.09,1.35,0.09,0.410,0.021,0,6210,4.12,LAMOST,13.273,0.025,0.013,13.758,13.206,13.442,13.211,12.270,12.010,0.00033203557358689,1383534001129524608,239.51937040689162,0.007931962,41.82498300582679,0.009368633,1.3611532661560741,0.009722254,13.183661460876465,12.794248,13.415346,0.6210985,6530.55,6519.1626,6546.2036,4.1469,4.1383,4.1604,-2.3495,-2.5563,-2.2023,306,1.38353400112952E+18,239.519370406892,41.8249830058268,0.6210985,6374962057064749190,239.519582712012,41.8249249665675,0.606660605211405,AIS,0.5972016,GALEX J155804.7+414929,3,312.1,143,20.85555,0.3149344,15.97375,0.01385824,16.51134,4.788204,1480.804,18.89626,0.01698216,239.06819,41.33235,1953.537,1861.118,,43.90338,43.30286,32,0.1533841,0.1750735,0,0.04611491792418456,0.05741614565753942,0.03151366548101509,13.35792985434246,12.762734334518985,13.13754654295228,15.850799161600001,0.5951955198234753,-1.201633178129053
261,495,307,J1604+1305,241.002029,13.098082,-115.1,48.5,5049,32,2.42,0.04,-2.15,0.09,1.65,0.05,1.688,0.041,0,5004,2.56,LAMOST,12.509,0.050,0.047,12.999,12.374,12.553,12.044,10.861,10.324,2.3060973931110187e-05,4458314389852948608,241.00201107608265,0.010294095,13.098080758034307,0.008355651,0.5016749590309676,0.012656995,12.2515287399292,11.648365,12.679083,1.0307178,,,,,,,,,,307,4.45831438985295E+18,241.002011076083,13.0980807580343,1.0307178,3873414675614931174,241.002016666844,13.0981139937308,0.121243751698086,MIS,0.2580859,GALEX J160400.4+130553,1,2455.3,0,-999,-999,17.57001,0.008261123,-999,-999,340.4047,2.589434,0.05544302,241.26672,13.08638,1920.462,1895.023,,10.09243,10.1336,0,-99,-99,-999,0.14039209337085234,0.18052749971596305,0.10126200667201753,12.498555500284038,11.547102993327982,12.111136646558347,17.1686025352,0.9514525069560555,-1.2673674999435587
262,497,308,J1609+1758,242.461868,17.969515,16.8,21.7,4831,62,1.86,0.25,-3.26,0.15,2.09,0.12,2.172,0.251,1,5000,1.37,LAMOST,15.272,0.032,0.050,15.960,15.186,15.523,14.979,13.528,12.918,3.9446429721205154e-05,1199812037695884032,242.46184215087715,0.02083718,17.96949216650951,0.018581588,0.039959217470386776,0.025975712,15.045220375061035,14.392051,15.526063,1.1340122,6244.3594,6223.702,6266.306,3.5334,3.516,3.5472,-0.3614,-0.3645,-0.3587,308,1.19981203769588E+18,242.461842150877,17.9694921665095,1.1340122,6375665723029586308,242.461784565912,17.9692456643103,0.909053472093827,AIS,0.5236129,GALEX J160950.8+175809,1,185,185,-999,-999,21.06323,0.2240355,-999,-999,13.63665,2.813161,0.05198385,242.15907,18.40681,1926.7,1906.262,,0.4043041,0.326453,153,-99,-99,0,0.12907677202981213,0.1675170754956901,0.09447470200621856,15.35854592450431,14.297576297993782,14.916143603031223,20.686866926,1.0609696265105288,-1.2546560213794722
263,498,311,J1614+5137,243.601990,51.620213,20.9,42.2,6493,101,4.06,0.03,-2.91,0.14,1.88,0.30,0.485,0.043,0,6444,4.32,LAMOST,13.628,0.027,0.038,13.957,13.556,13.680,13.508,12.697,12.429,0.00043304842096357943,1424662577892802816,243.60130562844407,0.010749016,51.62029913740574,0.010933572,1.1208093905844176,0.011707703,13.531769752502441,13.160343,13.749619,0.58927536,6667.224,6658.5186,6692.336,4.1479,4.1386,4.159,-4.0351,-4.1263,-3.8052,311,1.4246625778928E+18,243.601305628444,51.6202991374057,0.58927536,2432720191494300243,243.60215727175,51.6201972071607,1.93858374532603,MIS,0.3397486,GALEX J161424.5+513712,3,1627.2,1627.2,20.92006,0.08531605,16.20283,0.005240752,15.55883,1.2223,1199.135,5.786712,0.02354715,243.15053,51.42921,1937.044,1895.912,,35.55236,34.5076,0,0.1445356,0.1558084,0,0.06437356790966772,0.07991339299780831,0.043751645108259546,13.669705607002191,13.11659135489174,13.467396184592774,16.032348633999998,0.5531142521104506,-1.0946637572203723
264,500,312,J1622+2545,245.715668,25.756533,-68.2,23.8,6430,131,4.16,0.04,-3.20,0.10,1.35,0.30,0.368,0.056,0,6429,4.03,LAMOST,15.646,0.034,0.039,15.805,15.556,15.603,15.420,14.633,14.392,7.549542060834574e-05,1303410050489975936,245.71559122474258,0.01499243,25.756517327591823,0.020081388,0.495030588214111,0.025441343,15.468587875366211,15.078632,15.699834,0.6212015,6700.887,6670.01,6737.56,4.4404,4.4239,4.468,-2.137,-2.1844,-1.9242,312,1.30341005048998E+18,245.715591224743,25.7565173275918,0.6212015,6371443602673895666,245.715778939389,25.7564977065759,0.612719093339942,AIS,0.5583709,GALEX J162251.7+254523,1,175,175,-999,-999,18.1569,0.03994561,-999,-999,198.2619,7.292534,0.03753051,246.33266,25.81341,1928.66,1884.106,,5.878136,5.998343,0,-99,-99,0,0.10221340157055261,0.1271331361928889,0.06966924758869926,15.57270086380711,15.008962752411302,15.36637447379566,17.8851791076,0.5637381113958089,-1.2477064918389695
265,502,313,J1625+4836,246.303894,48.610188,-18.4,39.8,5377,45,3.28,0.02,-2.49,0.09,1.60,0.07,0.938,0.024,0,5285,3.73,LAMOST,12.295,0.023,0.034,12.796,12.232,13.279,12.141,10.899,10.479,0.00028340470034556487,1411190669938765440,246.30350802293052,0.009540248,48.610070469292985,0.0102866255,1.196060023021053,0.010534531,12.090651512145996,11.568728,12.428594,0.8598652,6131.142,6068.5923,6195.4487,3.61,3.5772,3.6728,-1.1338,-1.1979,-1.013,313,1.41119066993877E+18,246.303508022931,48.610070469293,0.8598652,2468924910373714073,246.303899404028,48.6099452314504,1.03495044121614,MIS,0.5432072,GALEX J162512.9+483635,3,3294.3,3294.3,23.60932,0.3002516,15.98892,0.003250944,1.306998,0.361352,1460.266,4.371309,0.01413222,246.73328,48.14762,1928.373,1928.13,,43.29446,41.58342,0,0.01214152,0.009751955,0,0.036723792548629654,0.046636905589868424,0.025978299962552347,12.381957094410131,11.542749700037447,12.053927719597366,15.8866027272,0.8392073943726839,-1.6588968483684416
266,506,316,J1630+0953,247.649246,9.888043,32.0,22.9,4665,33,1.16,0.10,-3.04,0.14,2.26,0.11,2.811,0.100,1,5012,1.51,LAMOST,13.326,0.069,0.048,13.913,13.141,13.456,12.851,11.343,10.726,7.246826844671225e-05,4458577516730343424,247.6491965873836,0.010392147,9.887999027687542,0.0064754374,0.14595918617199172,0.0141931055,12.965520858764648,12.276329,13.489752,1.2134228,,,,,,,,,,316,4.45857751673034E+18,247.649196587384,9.88799902768754,1.2134228,6375700914917869851,247.649182900974,9.88812482165227,0.455452155173517,AIS,0.2266392,GALEX J163035.8+095317,1,165,165,-999,-999,19.76931,0.09615943,-999,-999,44.903,3.975918,0.05982152,247.41913,9.88923,1939.603,1893.129,,1.3313,1.340903,0,-99,-99,0,0.14651597945867856,0.1914452989438309,0.10831747108317294,13.298306701056168,12.168011528916827,12.81900487930597,19.336202195200002,1.1302951721393413,-0.9762372824703647
267,508,317,J1632+1022,248.058777,10.373649,37.4,29.1,5230,46,3.13,0.03,-2.61,0.11,1.44,0.09,1.039,0.033,0,5433,2.96,LAMOST,12.927,0.088,0.031,13.285,12.692,12.862,12.767,11.362,10.836,0.00012408450550296032,4458710351479154944,248.05865979538237,0.015292395,10.373624617944126,0.00867933,0.8058138819317976,0.018762425,12.682851791381836,12.11277,13.071989,0.959219,,,,,,,,,,317,4.45871035147915E+18,248.058659795382,10.3736246179441,0.959219,6375700913844126174,248.058868682245,10.3736760304589,0.762505037400804,AIS,0.4074295,GALEX J163214.1+102225,1,111,111,-999,-999,17.06158,0.03067157,-999,-999,543.7083,15.35579,0.07039306,247.90494,10.75196,1973.688,1859.982,,16.12005,16.37231,0,-99,-99,0,0.18099437782239156,0.2311570541525998,0.12902424123285455,12.8408319458474,11.983745758767144,12.501857413559444,16.5519342456,0.857086187080256,-1.7019777618035015
268,509,318,J1634+0206,248.725235,2.104218,85.8,62.6,5338,52,2.35,0.05,-2.15,0.09,1.81,0.05,1.855,0.052,0,5536,2.25,LAMOST,12.428,0.046,0.016,12.896,12.304,12.775,12.254,10.966,10.478,9.39406028101189e-05,4432234794379005952,248.72517923963872,0.012081788,2.1041515881620185,0.006629937,0.4080902294930474,0.013809912,12.22636604309082,11.6677475,12.604624,0.9368763,,,,,,,,,,318,4.43223479437901E+18,248.725179239639,2.10415158816202,0.9368763,6462210404965683373,248.725526443095,2.10391811544604,1.50554589597604,MIS,0.1597441,GALEX J163454.1+020614,1,1453.05,0,-999,-999,16.91322,0.008376201,-999,-999,623.3223,4.807618,0.06282046,248.87018,2.1719,1920.049,1920.504,,18.48047,18.10501,0,-99,-99,-999,0.1620245643915203,0.20661507570019857,0.11523399457054853,12.3980089242998,11.552513505429452,12.0643414786993,16.458399869599997,0.8454954188703478,-1.263686396148084
269,511,319,J1634+0724,248.604584,7.404393,-29.6,47.9,4817,40,2.20,0.05,-2.16,0.08,1.51,0.04,1.826,0.051,0,4862,1.60,LAMOST,13.676,0.076,-9.900,14.189,13.474,13.679,13.184,11.802,11.220,3.7695927605738306e-05,4439210783339502464,248.60459233069355,0.010598921,7.40435961284615,0.0062635085,0.24270370331016508,0.012663342,13.333251953125,12.680689,13.809306,1.1286173,,,,,,,,,,319,4.4392107833395E+18,248.604592330694,7.40435961284615,1.1286173,6375736030570482280,248.604542940545,7.40438054929542,0.191755645029033,AIS,0.370089,GALEX J163425.0+072415,1,176,176,-999,-999,19.37034,0.07240523,-999,-999,64.84301,4.32318,0.08156651,248.97052,7.33206,1904.268,1907.965,,1.922488,1.903713,0,-99,-99,0,0.20353346517706308,0.26361858513839087,0.14840567675938932,13.545687414861609,12.532283323240609,13.129718487947937,18.7797984676,1.013404091621,-1.1405800810615014
